order_id,customer_id,restaurant_id,order_timestamp,order_value,discount_amount,payment_method,delivery_partner_id,order_status
2650,379,21,2023-03-15 14:46,545.77,79.35,Cash,67,Delivered
2651,198,52,2023-03-17 19:30,267.88,45.73,Cash,6,Delivered
2652,1015,23,2023-01-22 10:19,257.11,15.48,Debit Card,70,Delivered
2653,1024,49,2023-05-28 20:7,358.41,28.21,Cash,22,Returned
2654,556,38,2023-12-20 10:22,644.64,137.72,Wallet,85,Delivered
2655,356,47,2023-02-07 14:27,257.28,94.44,Credit Card,102,Delivered
2656,1041,8,2023-03-18 22:7,651.12,47.15,Credit Card,58,Returned
2657,639,7,2023-06-22 11:49,586.92,55.04,UPI,110,Delivered
2658,379,2,2023-12-11 10:21,575.36,74.01,UPI,139,Cancelled
2659,680,30,2023-10-28 22:34,432.33,100.97,Debit Card,86,Returned
2660,506,13,2023-05-07 22:20,622.12,87.33,Debit Card,60,Delivered
2661,899,23,2023-07-18 22:11,109.46,139.9,Wallet,134,Delivered
2662,76,29,2023-06-01 20:31,313.93,93.86,UPI,30,Failed
2663,231,38,2023-04-06 19:10,575.4,136.62,Credit Card,107,Delivered
2664,962,37,2023-03-23 16:4,791.11,0.81,Wallet,129,Delivered
2665,302,20,2023-05-19 15:34,101.76,133.58,UPI,86,Cancelled
2666,726,33,2023-04-22 20:41,456.98,108.22,Wallet,9,Delivered
2667,215,29,2023-03-28 16:33,746.69,25.83,Cash,136,Delivered
2668,1182,50,2023-08-28 10:9,704.48,39.46,Cash,34,Delivered
2669,69,15,2023-03-23 21:7,116.2,81.42,Wallet,136,Delivered
2670,393,23,2023-10-09 12:58,470.69,18.74,UPI,140,Delivered
2671,1109,42,2023-04-26 17:2,103,117.81,Cash,43,Cancelled
2672,267,3,2023-07-20 13:21,652.7,118.68,Cash,105,Delivered
2673,1093,37,2023-04-08 17:59,316.21,45.14,Wallet,56,Cancelled
2674,611,56,2023-03-14 19:42,635.91,10.47,Cash,31,Delivered
2675,1009,29,2023-05-10 14:33,761.36,148.33,Credit Card,19,Delivered
2676,962,45,2023-01-27 14:6,783.26,37.61,Cash,113,Cancelled
2677,728,8,2023-03-09 11:22,725.88,10.13,Wallet,4,Delivered
2678,673,22,2023-09-04 18:20,242.9,49.49,Cash,12,Delivered
2679,423,53,2023-07-02 19:6,236.22,145.35,Cash,84,Delivered
2680,1198,29,2023-08-16 14:49,538.05,118.94,Debit Card,104,Delivered
2681,115,2,2023-09-28 10:33,480.84,72.05,Wallet,58,Delivered
2682,220,41,2023-08-24 12:38,106.67,45.8,Wallet,48,Delivered
2683,31,49,2023-07-25 16:58,374.21,63.5,Debit Card,120,Delivered
2684,1154,59,2023-05-13 13:14,734.68,2.6,Debit Card,124,Delivered
2685,617,50,2023-04-13 12:44,728.85,107.76,Credit Card,1,Delivered
2686,539,45,2023-03-15 16:1,242.73,14.95,Cash,105,Delivered
2687,739,1,2023-08-24 21:23,367.37,77.86,UPI,44,Returned
2688,1026,44,2023-01-22 21:31,492.26,84.88,UPI,63,Delivered
2689,871,20,2023-12-17 12:50,696.95,0.25,Debit Card,95,Cancelled
2690,101,52,2023-01-03 15:31,472.4,146.98,Wallet,38,Delivered
2691,1082,21,2023-03-29 22:58,777.74,45.32,Wallet,9,Delivered
2692,692,37,2023-09-09 20:8,659.34,11.58,Credit Card,6,Delivered
2693,941,8,2023-03-18 16:13,767.16,128.16,UPI,70,Delivered
2694,341,27,2023-11-03 20:13,612.04,22.79,Wallet,52,Returned
2695,861,47,2023-03-21 19:19,714.34,3.74,Credit Card,67,Delivered
2696,1044,59,2023-12-02 21:57,681.7,74.2,Credit Card,96,Delivered
2697,38,35,2023-02-03 18:15,277.69,19.49,Debit Card,99,Cancelled
2698,660,6,2023-07-25 14:27,260.68,147.36,UPI,144,Delivered
2699,928,60,2023-10-01 19:37,705.07,1.56,Credit Card,130,Delivered
2700,1050,45,2023-05-15 22:33,159.27,7.68,Credit Card,36,Delivered
2701,454,44,2023-08-29 22:6,385.99,124.99,Credit Card,105,Delivered
2702,737,19,2023-10-18 13:49,674.46,35.96,UPI,35,Delivered
2703,819,18,2023-10-04 10:27,669.27,136.74,Debit Card,120,Cancelled
2704,773,56,2023-12-18 21:15,197.15,46.67,Cash,30,Delivered
2705,13,1,2023-11-08 19:22,441.4,10.47,Wallet,93,Delivered
2706,915,25,2023-08-30 16:42,435.88,1.59,UPI,129,Cancelled
2707,921,27,2023-02-19 15:32,326.61,42.39,UPI,105,Cancelled
2708,825,7,2023-03-03 16:38,742.03,71.06,UPI,100,Delivered
2709,371,44,2023-01-31 19:52,557.18,0.15,Cash,103,Delivered
2710,332,42,2023-10-17 18:9,786.13,87.17,Wallet,31,Delivered
2711,261,29,2023-11-04 20:56,146.74,50.05,Wallet,25,Cancelled
2712,697,31,2023-11-30 12:56,376.05,58.52,Credit Card,47,Delivered
2713,687,44,2023-06-10 16:3,684.6,39.21,Credit Card,1,Delivered
2714,950,43,2023-02-17 19:14,395.88,79.36,Debit Card,102,Failed
2715,387,36,2023-06-15 13:3,283.31,34.52,UPI,118,Delivered
2716,821,19,2023-04-29 13:26,798.47,20.22,Debit Card,113,Cancelled
2717,468,6,2023-09-30 22:33,711.19,133.6,UPI,140,Delivered
2718,69,25,2023-12-18 13:5,482.53,58.58,Wallet,20,Cancelled
2719,1128,31,2023-07-01 10:7,493.2,11.54,Debit Card,30,Failed
2720,1185,9,2023-06-30 13:4,104.8,34.55,Wallet,79,Delivered
2721,200,20,2023-07-16 19:39,786.7,46.49,Credit Card,128,Delivered
2722,216,10,2023-05-02 16:11,664.41,115.45,Wallet,85,Delivered
2723,212,37,2023-12-16 18:27,125.71,3.34,Cash,64,Cancelled
2724,508,27,2023-03-18 10:21,223.43,71.74,Debit Card,18,Cancelled
2725,16,13,2023-11-06 11:26,674.72,61.15,UPI,32,Delivered
2726,884,41,2023-11-24 15:10,160.81,145.26,Wallet,147,Delivered
2727,332,2,2023-08-09 19:40,759.25,27.01,Debit Card,94,Delivered
2728,717,50,2023-03-10 16:21,799.92,94.18,UPI,33,Delivered
2729,551,21,2023-07-06 14:53,720.5,30.33,Debit Card,150,Delivered
2730,942,33,2023-07-15 12:44,617.23,82.26,Debit Card,109,Delivered
2731,256,24,2023-12-19 10:53,441.1,83.26,Cash,4,Delivered
2732,992,53,2023-06-23 18:55,157.7,11.3,Wallet,100,Delivered
2733,728,44,2023-04-18 11:40,611.31,68.47,Cash,122,Delivered
2734,880,42,2023-09-21 21:40,377.81,69.17,Credit Card,132,Cancelled
2735,815,34,2023-12-18 18:33,499.16,47.87,Debit Card,5,Delivered
2736,1196,60,2023-11-13 10:12,305.37,41.57,Wallet,57,Delivered
2737,649,9,2023-03-30 19:39,269.51,33.64,Credit Card,31,Delivered
2738,1000,2,2023-08-19 22:55,327.01,0.89,Credit Card,7,Delivered
2739,471,55,2023-07-09 18:43,669.68,0.27,Cash,12,Failed
2740,690,56,2023-02-17 19:58,398.54,88.47,Credit Card,10,Delivered
2741,700,30,2023-07-04 21:10,318.2,43.72,UPI,141,Delivered
2742,507,22,2023-10-08 22:45,403.08,25.18,UPI,127,Delivered
2743,992,46,2023-11-06 13:44,122.6,102.71,UPI,137,Delivered
2744,1010,11,2023-02-03 20:19,723.42,79.34,Credit Card,88,Delivered
2745,804,55,2023-05-15 10:56,486.23,137.24,Debit Card,144,Delivered
2746,831,43,2023-08-15 22:28,173.38,124.65,Wallet,11,Delivered
2747,214,17,2023-04-26 21:4,301.88,109.01,UPI,1,Delivered
2748,169,36,2023-11-28 22:34,788.49,18.99,UPI,21,Delivered
2749,978,13,2023-10-20 21:0,515.14,99.91,UPI,100,Delivered
2750,146,7,2023-01-30 18:41,303.98,104.09,Cash,6,Failed
2751,516,16,2023-03-02 19:12,398.44,114.5,Cash,142,Returned
2752,1114,33,2023-10-31 13:28,280.93,39.47,UPI,93,Delivered
2753,453,45,2023-11-20 10:27,122.26,96.04,UPI,129,Delivered
2754,60,1,2023-03-18 18:2,689.42,92.74,Cash,136,Delivered
2755,528,11,2023-02-06 12:27,304.74,57.8,Wallet,111,Delivered
2756,1024,6,2023-12-05 10:17,686.89,99.53,Debit Card,44,Returned
2757,474,20,2023-03-28 17:49,434.99,13,Wallet,123,Delivered
2758,757,35,2023-11-25 22:50,228.03,96.53,Debit Card,87,Returned
2759,782,44,2023-02-11 22:1,661.31,90.9,Credit Card,103,Cancelled
2760,1103,37,2023-05-04 10:56,363.98,31.59,Credit Card,105,Delivered
2761,433,41,2023-04-30 22:30,595.41,122.73,Wallet,75,Delivered
2762,1177,26,2023-04-02 20:47,686.06,131.16,Cash,36,Cancelled
2763,401,58,2023-11-04 16:59,774.09,31.57,UPI,148,Delivered
2764,57,12,2023-12-16 12:47,160.07,11.39,Credit Card,8,Delivered
2765,1003,30,2023-07-31 11:13,105.87,90.54,Cash,46,Delivered
2766,186,28,2023-08-06 13:41,483.9,71.99,Cash,100,Delivered
2767,398,27,2023-11-03 17:42,284.97,64.14,Debit Card,52,Failed
2768,605,42,2023-07-29 20:8,428.37,114.15,Credit Card,26,Delivered
2769,788,19,2023-05-27 13:41,150.86,145.45,Wallet,35,Delivered
2770,158,5,2023-04-04 19:30,451.11,71.65,Cash,131,Delivered
2771,589,58,2023-02-04 12:55,187.4,0.92,Wallet,123,Cancelled
2772,466,5,2023-10-23 22:28,687.01,89.44,Wallet,132,Failed
2773,446,41,2023-05-14 13:0,631.64,98.09,Credit Card,62,Delivered
2774,801,27,2023-10-07 15:33,151.85,124.2,Wallet,64,Delivered
2775,1097,28,2023-09-09 16:10,685.45,29.91,Wallet,147,Delivered
2776,929,26,2023-01-11 13:19,327.47,78.65,UPI,82,Delivered
2777,17,27,2023-11-15 14:23,347,67.07,Wallet,14,Failed
2778,731,52,2023-01-30 16:56,225.86,99.67,UPI,14,Cancelled
2779,326,49,2023-08-17 10:19,684.71,9.59,Credit Card,54,Returned
2780,995,42,2023-05-30 18:57,383.29,132.6,Wallet,131,Delivered
2781,613,21,2023-07-08 14:36,134.19,76.67,Cash,98,Cancelled
2782,546,1,2023-09-03 20:37,776.37,131.56,Wallet,104,Delivered
2783,596,54,2023-10-21 17:59,279.12,51.04,UPI,5,Delivered
2784,921,28,2023-11-22 21:15,755.32,98.03,Cash,5,Cancelled
2785,842,48,2023-09-02 12:48,310.87,143.51,Credit Card,117,Delivered
2786,344,58,2023-08-01 15:37,682,141.51,Debit Card,45,Delivered
2787,859,58,2023-10-13 15:18,564.95,141.62,Debit Card,116,Delivered
2788,445,15,2023-10-14 13:46,702.9,6.44,UPI,51,Delivered
2789,222,55,2023-05-27 11:39,783.28,60.45,Credit Card,13,Delivered
2790,592,17,2023-06-16 20:7,710.04,9.12,Credit Card,73,Delivered
2791,1031,26,2023-12-31 15:26,382.57,46.42,Wallet,68,Delivered
2792,1018,20,2023-12-01 21:46,670.15,26.19,Debit Card,69,Delivered
2793,16,25,2023-03-19 16:16,598.16,93.02,Wallet,135,Delivered
2794,524,13,2023-08-06 14:19,143.12,117.11,Credit Card,92,Delivered
2795,803,33,2023-05-18 12:17,750.83,77,UPI,104,Delivered
2796,21,25,2023-06-07 18:23,426.17,119.32,UPI,78,Delivered
2797,228,8,2023-11-26 11:37,194.12,1.92,Cash,102,Delivered
2798,1008,5,2023-12-18 12:50,397.76,123.07,UPI,5,Delivered
2799,809,6,2023-04-11 16:6,522.2,26.75,Debit Card,48,Delivered
2800,1158,23,2023-06-04 19:32,501.06,69.14,Cash,123,Failed
2801,404,52,2023-07-02 16:5,502.36,66.39,Debit Card,92,Delivered
2802,1090,30,2023-01-06 22:47,279.09,130.97,Wallet,136,Cancelled
2803,437,14,2023-11-29 11:18,542.89,144.9,Wallet,149,Delivered
2804,829,54,2023-02-20 22:18,735.19,38.27,UPI,88,Delivered
2805,934,23,2023-05-08 15:1,372.07,10.11,Cash,118,Cancelled
2806,259,11,2023-02-20 19:5,541.41,97.58,Debit Card,24,Delivered
2807,103,31,2023-10-03 16:53,270.79,75.43,Debit Card,141,Delivered
2808,993,6,2023-05-14 21:34,133.8,84.86,Credit Card,113,Delivered
2809,769,11,2023-05-16 18:53,510.01,6.94,UPI,143,Delivered
2810,1125,13,2023-06-26 12:50,133.28,116.3,Wallet,110,Delivered
2811,813,12,2023-05-29 10:58,606.51,34.85,Credit Card,89,Delivered
2812,226,54,2023-10-19 16:4,569.25,50.24,Wallet,109,Delivered
2813,943,2,2023-11-10 22:15,358.53,34.25,Wallet,53,Delivered
2814,463,53,2023-03-19 19:51,387.9,141.89,Debit Card,51,Delivered
2815,237,35,2023-09-15 18:30,742.43,25.31,Wallet,117,Delivered
2816,1050,55,2023-04-24 11:12,109.19,109.85,Cash,57,Delivered
2817,1145,36,2023-05-26 10:44,494.31,36.86,Wallet,115,Delivered
2818,506,17,2023-03-27 16:0,746.35,63.74,Cash,57,Delivered
2819,814,28,2023-06-14 14:0,739.79,149.41,Wallet,35,Delivered
2820,767,28,2023-05-12 19:0,509.26,15.09,Credit Card,86,Delivered
2821,634,22,2023-05-21 10:11,366.86,132.2,Debit Card,135,Delivered
2822,991,38,2023-01-07 16:50,169.23,141.91,Credit Card,53,Failed
2823,618,7,2023-09-16 11:25,221.65,104.73,Debit Card,10,Delivered
2824,273,15,2023-01-31 13:25,575.77,1.49,Credit Card,39,Failed
2825,232,32,2023-12-30 16:27,111.64,123.12,UPI,127,Delivered
2826,768,11,2023-02-13 10:37,718.44,132.34,Wallet,59,Cancelled
2827,496,24,2023-01-30 11:7,511.55,147.14,Wallet,117,Delivered
2828,1048,3,2023-01-14 14:34,131.6,125.9,UPI,150,Delivered
2829,1133,30,2023-04-16 16:10,267.84,66.84,UPI,137,Delivered
2830,502,6,2023-03-20 11:36,515.94,103.3,Cash,100,Delivered
2831,25,58,2023-12-29 17:12,124.92,72.77,Credit Card,8,Delivered
2832,288,2,2023-04-17 10:14,645.99,52.95,Wallet,120,Delivered
2833,338,14,2023-09-29 12:12,743.95,93.96,Cash,58,Delivered
2834,1061,41,2023-09-04 15:22,772.85,115.47,Wallet,127,Returned
2835,137,18,2023-10-19 20:49,613.56,95.39,UPI,95,Delivered
2836,508,51,2023-04-24 19:16,699.78,123.99,Cash,150,Delivered
2837,227,44,2023-12-16 22:29,527.5,26.46,Cash,95,Cancelled
2838,320,31,2023-01-30 16:9,420.98,56.05,Cash,69,Delivered
2839,916,13,2023-04-09 11:29,599.19,46.89,Credit Card,52,Delivered
2840,86,26,2023-07-30 16:36,256.93,29.12,Cash,11,Delivered
2841,926,44,2023-03-30 11:54,176.85,66.48,Wallet,150,Delivered
2842,53,12,2023-09-12 19:21,633.3,142.18,Credit Card,47,Delivered
2843,860,18,2023-01-14 16:53,770.73,80.7,Wallet,89,Delivered
2844,867,9,2023-05-10 20:52,504.24,42.96,Cash,13,Delivered
2845,433,49,2023-06-18 17:25,437.78,53.11,Cash,126,Delivered
2846,999,21,2023-04-06 20:49,474.08,91.96,Wallet,100,Delivered
2847,100,48,2023-11-17 13:3,434.92,52.91,Debit Card,118,Delivered
2848,990,49,2023-04-02 19:10,409.54,80.75,Cash,75,Delivered
2849,599,53,2023-06-27 16:46,762.92,41.12,Cash,69,Delivered
2850,403,56,2023-01-03 16:38,435.83,51.89,Credit Card,121,Delivered
2851,396,40,2023-09-30 15:51,156.77,105.86,Wallet,78,Delivered
2852,415,43,2023-12-13 17:15,635.86,87.69,Cash,22,Delivered
2853,939,24,2023-04-14 12:51,374.09,14.02,Wallet,58,Delivered
2854,677,34,2023-10-25 11:38,597.49,145.98,Credit Card,21,Returned
2855,463,8,2023-10-29 20:59,505.7,7.4,Wallet,49,Delivered
2856,541,44,2023-01-15 16:44,599.23,12.44,Wallet,97,Delivered
2857,1154,53,2023-10-25 18:40,143.4,105.21,Credit Card,92,Delivered
2858,84,33,2023-05-14 17:56,123.71,106.2,Cash,39,Delivered
2859,271,23,2023-03-17 16:19,364.98,2.84,Wallet,100,Delivered
2860,244,13,2023-05-06 13:53,585.22,96.41,Debit Card,10,Delivered
2861,388,54,2023-10-10 13:58,256.58,4.99,Cash,58,Delivered
2862,214,53,2023-09-20 17:39,403.38,144.12,Credit Card,89,Cancelled
2863,818,49,2023-08-10 17:1,786.57,104.42,UPI,145,Cancelled
2864,1190,14,2023-11-02 11:17,250.41,27.99,Debit Card,121,Delivered
2865,59,14,2023-01-16 13:4,693.56,23.72,Cash,68,Delivered
2866,883,16,2023-06-08 14:19,677.82,85.45,Credit Card,10,Delivered
2867,843,49,2023-12-18 19:16,723.95,95.03,Debit Card,117,Delivered
2868,924,38,2023-07-24 10:49,740.6,124.69,Cash,62,Delivered
2869,123,58,2023-07-28 21:14,455.12,135.5,UPI,89,Delivered
2870,1163,60,2023-12-12 21:27,577.35,58.88,Cash,72,Delivered
2871,439,39,2023-10-25 22:29,533.22,126.61,UPI,76,Delivered
2872,1022,26,2023-04-17 12:21,316.26,81.36,UPI,149,Delivered
2873,562,26,2023-05-08 19:10,295.85,70.59,Wallet,109,Delivered
2874,118,1,2023-02-07 10:5,339.1,104.85,Credit Card,128,Cancelled
2875,905,32,2023-07-11 14:6,252.92,15.48,Wallet,74,Delivered
2876,395,57,2023-02-13 21:6,630.17,39.81,UPI,129,Delivered
2877,876,15,2023-07-13 21:0,775.2,122.51,Credit Card,9,Delivered
2878,935,52,2023-03-03 16:24,707.44,75.61,Credit Card,3,Delivered
2879,1102,21,2023-01-18 21:6,252.56,136.21,Credit Card,113,Delivered
2880,952,18,2023-11-06 12:28,136.34,13.31,Debit Card,53,Delivered
2881,75,30,2023-05-18 22:58,629.97,47.01,Cash,147,Delivered
2882,295,60,2023-07-06 20:4,373.15,53.33,UPI,6,Delivered
2883,21,58,2023-04-08 17:13,677.23,63.41,Credit Card,135,Delivered
2884,1195,13,2023-11-07 15:0,645.47,148.02,Debit Card,80,Delivered
2885,1039,24,2023-02-25 10:39,537.79,46.6,Debit Card,36,Delivered
2886,560,30,2023-04-24 17:9,278.74,77.8,UPI,96,Failed
2887,1110,2,2023-04-18 13:22,172.83,80.41,Wallet,39,Delivered
2888,1173,19,2023-05-24 14:15,276.85,115.62,Debit Card,43,Failed
2889,372,47,2023-02-25 21:30,456.83,77.68,UPI,50,Returned
2890,818,44,2023-01-06 14:0,785.62,90.86,Debit Card,39,Delivered
2891,1175,47,2023-11-03 19:24,144.58,113,UPI,130,Delivered
2892,1165,25,2023-05-07 18:20,240.05,15.17,Credit Card,125,Delivered
2893,1093,50,2023-04-09 15:4,539.1,144.52,Wallet,101,Delivered
2894,846,14,2023-11-15 10:49,313.06,126.95,Debit Card,115,Delivered
2895,521,6,2023-09-25 14:8,700.95,58.32,Debit Card,19,Delivered
2896,371,12,2023-10-27 13:8,197.59,109.26,Debit Card,69,Delivered
2897,101,20,2023-08-15 10:53,774.21,114.35,Cash,44,Delivered
2898,661,23,2023-08-27 19:45,738.66,127.54,Cash,141,Delivered
2899,968,30,2023-12-25 13:57,721.27,28.25,Credit Card,150,Delivered
2900,243,30,2023-10-20 13:47,221.15,105.56,Debit Card,135,Cancelled
2901,753,38,2023-04-09 10:12,330.65,5,Wallet,130,Cancelled
2902,512,58,2023-12-23 20:16,662.87,17.34,Cash,62,Delivered
2903,849,30,2023-09-18 15:9,665.47,116.41,UPI,89,Delivered
2904,555,41,2023-08-10 14:41,593.62,121.95,UPI,133,Delivered
2905,1119,30,2023-03-22 20:2,413.64,88.87,UPI,148,Delivered
2906,226,57,2023-03-01 22:1,318.11,87.25,Credit Card,126,Delivered
2907,214,58,2023-12-15 10:35,774.07,112.43,Debit Card,54,Delivered
2908,718,36,2023-10-17 14:41,197.48,135.91,Debit Card,76,Delivered
2909,67,49,2023-07-12 21:25,130.63,63.17,Cash,144,Delivered
2910,396,34,2023-09-14 20:57,106.39,17.22,UPI,57,Delivered
2911,612,16,2023-04-13 11:33,642.52,125.85,Credit Card,64,Returned
2912,1036,24,2023-09-14 14:21,139.69,51.25,Wallet,138,Delivered
2913,770,14,2023-07-08 15:49,477.05,20.07,Debit Card,99,Delivered
2914,407,26,2023-01-16 21:27,357.1,92.19,Debit Card,102,Failed
2915,925,8,2023-03-27 17:5,202.84,86.71,Credit Card,99,Returned
2916,647,14,2023-08-05 19:1,618.42,71.14,Cash,51,Delivered
2917,222,31,2023-11-23 14:16,138.5,128.97,Credit Card,27,Delivered
2918,1180,2,2023-06-12 13:43,322.88,40.83,Cash,135,Delivered
2919,654,48,2023-05-10 16:31,493.53,1.99,Debit Card,91,Delivered
2920,428,4,2023-06-26 12:11,381.69,48.52,Cash,41,Delivered
2921,1182,1,2023-09-22 20:13,281.4,1.46,Cash,118,Delivered
2922,977,55,2023-03-26 13:59,748.2,81.54,Cash,126,Delivered
2923,1006,20,2023-08-31 14:47,751.68,56.74,Cash,97,Delivered
2924,371,59,2023-12-08 10:1,391.27,122.09,UPI,121,Delivered
2925,850,14,2023-05-25 12:39,375.62,119.64,UPI,141,Delivered
2926,856,40,2023-03-29 13:37,315.17,65.2,UPI,117,Delivered
2927,229,25,2023-05-06 16:49,699.03,32.47,UPI,66,Delivered
2928,280,60,2023-12-20 12:23,497.54,63.36,Credit Card,131,Delivered
2929,1071,25,2023-06-19 18:2,162.67,96.2,Wallet,11,Delivered
2930,975,3,2023-03-30 21:11,697.32,28.53,Cash,133,Delivered
2931,758,5,2023-01-26 21:7,474.42,115.96,Credit Card,60,Delivered
2932,1048,38,2023-02-11 12:26,390.91,49.58,UPI,130,Delivered
2933,321,54,2023-04-29 18:43,336.51,139.83,Cash,92,Delivered
2934,274,26,2023-05-27 14:54,169.6,76.78,Wallet,77,Delivered
2935,556,40,2023-07-08 21:35,769.69,127.07,Cash,104,Delivered
2936,844,38,2023-03-15 11:11,618.87,92.38,Debit Card,64,Delivered
2937,668,38,2023-04-25 17:32,192.24,83.19,Debit Card,141,Delivered
2938,1000,4,2023-02-15 16:37,457.89,102.32,Credit Card,54,Delivered
2939,380,7,2023-07-25 11:8,488.9,121.72,Wallet,140,Delivered
2940,711,30,2023-09-10 21:4,217.52,96.68,Credit Card,146,Delivered
2941,746,30,2023-04-08 12:6,399.06,119.59,Cash,18,Delivered
2942,675,56,2023-02-08 19:16,552.02,28.57,Wallet,145,Delivered
2943,116,19,2023-03-31 20:42,298.81,41.63,Credit Card,86,Delivered
2944,605,39,2023-04-06 12:31,332.13,34.46,Cash,141,Delivered
2945,1066,35,2023-05-06 12:23,185.42,119.75,UPI,45,Failed
2946,379,40,2023-01-24 17:16,389.27,12.92,Cash,128,Delivered
2947,466,33,2023-04-30 11:11,508.7,119.38,Credit Card,102,Delivered
2948,280,33,2023-10-24 16:55,181.57,58.36,Wallet,117,Cancelled
2949,618,14,2023-03-23 13:22,530.35,11.93,Wallet,147,Delivered
2950,118,38,2023-02-02 17:54,378.46,63.66,UPI,147,Delivered
2951,309,10,2023-07-08 13:32,574.73,45.08,Credit Card,21,Delivered
2952,100,57,2023-06-17 19:54,320.39,88.79,UPI,24,Delivered
2953,261,28,2023-03-13 19:0,497.95,70.88,Debit Card,48,Delivered
2954,993,14,2023-12-07 18:31,528.96,44.52,Cash,110,Delivered
2955,286,36,2023-02-22 22:45,583.36,129.34,Debit Card,59,Delivered
2956,328,38,2023-04-20 19:59,629.86,61.02,Debit Card,17,Delivered
2957,1127,16,2023-02-20 18:47,195.45,70.6,UPI,48,Delivered
2958,63,60,2023-03-14 13:47,775.67,126.99,UPI,55,Returned
2959,687,21,2023-07-31 20:39,690.55,13.36,Cash,137,Delivered
2960,738,28,2023-09-20 20:20,493.62,58.48,UPI,77,Delivered
2961,1031,33,2023-08-18 12:45,723.25,60.43,UPI,14,Delivered
2962,639,6,2023-05-23 15:55,367.7,74.37,UPI,85,Delivered
2963,936,41,2023-06-23 22:10,124,15.92,UPI,44,Delivered
2964,1116,15,2023-07-04 12:7,608.92,15.4,UPI,139,Delivered
2965,476,44,2023-04-02 12:1,760.34,62.46,Debit Card,51,Cancelled
2966,53,3,2023-07-25 13:28,213.3,4.95,Debit Card,64,Delivered
2967,754,43,2023-06-30 15:46,550.71,38.25,Cash,95,Delivered
2968,486,47,2023-01-03 10:14,669.4,30.18,Wallet,146,Delivered
2969,1136,35,2023-03-25 15:33,733.55,73.41,Cash,142,Delivered
2970,409,14,2023-02-19 10:8,293.57,1.67,Credit Card,120,Returned
2971,1031,2,2023-09-16 11:3,190.11,101.36,Cash,49,Cancelled
2972,668,29,2023-09-29 15:32,273.5,128.34,Cash,145,Cancelled
2973,835,4,2023-09-22 18:39,504.41,106.01,UPI,149,Delivered
2974,876,26,2023-11-04 11:15,743.11,122.71,UPI,142,Delivered
2975,367,51,2023-05-16 16:59,507.78,96.5,UPI,3,Delivered
2976,1002,12,2023-06-13 12:14,743.73,76.11,Wallet,47,Returned
2977,250,2,2023-04-12 10:17,639.03,32.85,UPI,17,Delivered
2978,380,17,2023-01-23 20:2,518.87,41.94,Credit Card,81,Delivered
2979,872,35,2023-06-07 22:16,115.26,47.66,Debit Card,27,Cancelled
2980,835,10,2023-11-10 18:6,333.15,5.7,Credit Card,71,Delivered
2981,775,48,2023-11-30 19:55,140.22,136.96,Wallet,90,Cancelled
2982,919,22,2023-05-23 21:11,325.57,135.05,UPI,130,Delivered
2983,455,41,2023-01-08 18:33,143.63,16.17,Cash,80,Cancelled
2984,366,43,2023-10-29 17:55,217.47,83.5,Debit Card,109,Delivered
2985,403,21,2023-01-29 14:4,387.48,70.15,Wallet,87,Delivered
2986,58,15,2023-09-01 14:49,460.42,102.51,Credit Card,6,Delivered
2987,521,35,2023-09-18 20:12,252,90.45,UPI,101,Delivered
2988,1139,48,2023-11-01 18:49,612.8,18.65,Wallet,146,Delivered
2989,210,21,2023-09-27 21:45,513.26,99.01,Wallet,55,Delivered
2990,1065,21,2023-03-23 13:33,584.23,91.33,Cash,67,Delivered
2991,816,21,2023-03-12 21:9,612.94,79.68,Cash,147,Delivered
2992,173,60,2023-12-03 20:33,608.84,60.36,Cash,74,Delivered
2993,234,44,2023-04-01 14:30,755.36,143.24,Credit Card,139,Delivered
2994,793,32,2023-09-06 13:40,266.05,127.42,Cash,96,Delivered
2995,793,55,2023-03-01 10:16,289.11,87.76,Wallet,86,Delivered
2996,1063,5,2023-08-29 13:24,165.94,0.96,Wallet,132,Delivered
2997,119,39,2023-08-20 16:14,514.81,64.82,Wallet,13,Cancelled
2998,335,9,2023-10-16 12:56,376.63,105.05,Debit Card,70,Delivered
2999,1098,53,2023-01-15 18:4,447.34,17.59,Debit Card,93,Delivered
3000,324,18,2023-07-27 21:44,218.88,60.98,Credit Card,130,Delivered
3001,1011,21,2023-08-28 15:42,554.34,28.76,Cash,89,Delivered
3002,1171,8,2023-06-09 22:37,533.31,50.72,Wallet,63,Delivered
3003,284,44,2023-10-09 13:16,285.35,4,Cash,60,Cancelled
3004,213,52,2023-05-13 22:48,425.79,19.01,Wallet,150,Delivered
3005,929,34,2023-04-07 20:4,726.01,68.21,Debit Card,74,Delivered
3006,752,10,2023-03-12 11:30,641.45,134.73,Wallet,132,Delivered
3007,339,51,2023-05-14 11:12,258.86,73.59,Credit Card,144,Delivered
3008,1046,41,2023-10-25 14:51,715.2,67.96,UPI,63,Delivered
3009,105,57,2023-09-24 19:20,147.12,118.14,Wallet,141,Returned
3010,770,24,2023-07-13 17:55,389.75,40.17,Credit Card,46,Delivered
3011,716,40,2023-06-28 13:16,156.08,14.26,Debit Card,141,Delivered
3012,763,24,2023-02-26 19:4,746.95,31.44,Debit Card,33,Delivered
3013,379,56,2023-01-14 17:50,128.49,118.7,UPI,123,Cancelled
3014,713,32,2023-11-20 13:47,205.87,101.56,Cash,14,Delivered
3015,225,56,2023-08-04 21:8,740.53,13.73,Cash,8,Delivered
